,topic,utterance_id,message,conversation_id
1,Phatic,791,She was very educated.,35
1,Phatic,792,yeah very educated,35
1,SciTech,793,Did you know that scientist Harrison schmitt was the only scientist to walk on the moon.,35
1,Politics,794,yeah Schmitt resigned from NASA in August 1975 in order to run for election to the United States Senate as a member from New Mexico,35
1,Music,795,Interesting. Do you enjoy jazz?,35
1,Phatic,797,Me neither,35
0,Politics,798,"ok sirand madam ,do you wand The short Russian flirtation with democratic norms in the 1990s, she said, had long since disappeared",35
1,Politics,799,It is surprising that the US president's guest house is larger than the white house.,35
1,Phatic,801,"It was nice talking to you, have a happy holiday.",35
1,Phatic,802,"same to you sir ,have a happy hoilday",35
1,Phatic,803,Bye,35
1,Games,804,Have you ever played a virtual reality game?,36
1,Games,805,"Hi! Yes and I love anything PlayStation, especially the PlayStation VR. Namely the game Moss which is like living inside a diorama to which you can manipulate bits of the scenery. What about you?",36
1,Games,806,"I was able to play one once at Christmas, and I have a Gear VR, but I really want something more immersive and polished like the PS VR. That game sounds cool.",36
1,Games,807,"Agreed! So you're a PlayStation fan? I remember when they launched in December of 94. Now here we are today with the PS4, PSP, etc. And it's crazy there are 41 million PlayStation Home users as well!",36
1,Games,808,I like it better than the xbox. But I have only ever had a PlayStation 2. I heard the government once built a super computer out of 1760 PlayStations.,36
1,Games,809,"That is crazy, isn't it? I would have loved to have seen it. I bet it was amazing! Ha! I mean, even PS3's are being used to research black holes. It's like they provide entertainment for civilians, scientists and government officials.",36
1,Games,810,"Sony is having to make these amazing processors that are also affordable to kids, so I guess it's a cheaper way to get the processing power.I wish they still sold hard copies of games more though and digital wasn't so emphasized. I heard the original GTA game could be put ina CD player and would play the soundtrack",36
1,Games,811,"Oh, yeah! I do remember putting it into the cd player and jamming out to the music. I wonder if any gaming discs do that today? Maybe FISA 14 can. Ha! Being the last game made for PS2 but also the first game to span three different console generations, there's no telling!",36
1,Games,812,"What happens in that VR game you mentioned, Moss?",36
1,Games,813,"It's like the new standard bearer for PSVR. Basically, it is a game that unfolds within the pages of an illustrated book. Speaking of books, what's your opinion on libraries?",36
1,Literature,814,I don't really use them but they're important. I think they're becoming a little more obsolete now that the internet has everything from books to enormous numbers of educational texts. But back before computers they were a big deal. I heard this story about a British Prime Minister who personally opened a library with his personal collection. he carted them over in a wheelbarrow.,36
1,Other,815,"That was great for him to do. You are right though, they are becoming obsolete but thankfully there are still more libraries out there than McDonald's plus half the adult population still have library cards, so there's hope. Ha!",36
1,Literature,816,You can use your library card to check out books for your kindle or e-reader now. I personally love to do that. Even audiobooks. You can actually get a lot of things from libraries now. Like sewing machines and tools.,36
1,Literature,817,"That is true. I actually heard about that very library in Sacramento and would love to check it out someday. But hey, it's too bad America can't be like Norway where the government buys 1000 copies of your book and distributes them to libraries across their country!",36
1,Literature,818,"That's kind of crazy, a lot of people write awful books! But i guess Norway has a smaller population and they w ant to encourage their homegrown authors. Anyway I think television has taken a lot of people away from reading.",36
1,Movies_TV,819,That is true and we're all guilty of watching too much television. I especially like the Simpson's although there's one episode where Bart never makes an appearance nor is he mentioned that I want to see but haven't yet!,36
1,Movies_TV,820,"I haven't watched the Simpsons in years, but I was a little kid when it came out. That's crazy to think about. But I was a teenager when Pokemon started and it's already had 750 episodes. That makes me feel old.",36
1,Movies_TV,821,Ha! Don't feel bad although that is a lot of episodes. Can you believe there's 750 Pokemon episodes and yet the UK remake of 70s Show lasted only ten episodes? That's kind of strange!,36
1,Movies_TV,822,"UK shows don't go on forever, they usually run a series that is 6 episodes long and then might do another series. But it's not like the US where shows get on and go on til they're canceled.  You know they call it a Tele over there?",36
1,Celebrities,823,"I wasn't aware of that but it doesn't surprise me. They have a different term for everything  - kind of like Thomas the Train has many different narrators for 52 episodes at minimum which includes Alec Baldwin, George Carlin and Ringo Starr!",36
0,Other,824,It's funny how big stars will do little things like that. Well I've got to go!,36
1,Movies_TV,825,"So true. Heck, it's even more surprising how courteous they can be at times - like how the Simpson's crew sent the South Park producers flowers after airing the Family Guy episode! Ha! Well it was great chatting with you! Have a wonderful evening!",36
1,Phatic,826,"hi, do you enjoy dramas?",37
1,Movies_TV,827,"If on TV or in the movies, but not at work! They don't pay be enough to endure drama in the workplace. Not like I am Hugh Laurie, pulling down $700k per episode of House!",37
1,Phatic,828,That is amazing and it was a great show I really enjoyed it,37
1,Celebrities,829,"Yeah, he is great, and a great dramatic actor! Not like Jim Carrey, who has sworn off doing dramas...",37
0,Phatic,830,Do you know why he would make such a change ?,37
1,Celebrities,831,He decided he only wanted to work on projects that project positivity. That appears to be his motivation.,37
1,Celebrities,832,"Oh wow, good for him if he enjoys that. Have you heard of Michael Caine?",37
1,Celebrities,833,Yeah. He's another good actor with a great range. Funny how he joined acting in pursuit of pretty girls!  That was his motivation!,37
1,Celebrities,834,Hahaha go figure. Have you heard of Jon Hamm or Ellie Kemper?,37
0,Celebrities,835,No. Are they actors?,37
1,Celebrities,836,Yeah Jon Hamm is an actor and was Ellie's drama teacher too,37
1,SciTech,837,"And now she is a star? You know, the biggest star in our galaxy is 1 billion times larger than the sun? Amazing!",37
0,Other,838,that sure is And the sun is white not yellow,37
1,SciTech,839,And iit produces enough energy in one second to meet the energy demand at earth for 500k years. That is white hot!,37
1,SciTech,840,That is a lot of energy. yet a lightning bolt is way hotter than that,37
1,SciTech,841,"How do we know this? Who has a thermometer that can go up that high in temperature?  Hot, really hot, hot as the sun, hotter than the sun, lightenting bolt hot...",37
1,SciTech,842,I have no idea there must be some devices that make these measurement,37
1,SciTech,843,"Wouldn't they melt? I don't know. I can't figure out how they know that it takes over 150 years for Neptune to circle the sun. By the time it circles the sun again, I hope to have mastered typing...",37
1,Other,844,Yeah that is a long time. do you like horses?,37
0,Celebrities,845,"No. I, like Dirty Harry (AKA Clint Eastwood) am allergic to horsehair. I like horseradishes though!",37
1,Phatic,846,"Well, you like something related to the name at least. Nice chatting with you",37
1,Music,847,"Morning, play guitar at all?",38
1,Celebrities,848,"Like, say, Eric Clapton? I wish!! You?",38
1,Music,849,"I do, Not like Clapton though. I'm more of an acoustic/folky guy. Did you know Brian May uses coins as guitar picks?",38
1,Music,850,Heard that. Isn't that hard on the strings?,38
1,Music,851,"Depends how hard you play and the thickness of the strings. Think he knows a thing or two though, he's an astrophysicist too.",38
1,Celebrities,852,"Great, Queen's guitarist with a PhD! Why not? Do you like Eddie Van Halen?",38
1,Music,853,He was very influential. Not really my thing though. He is a hell of a guitarist though.,38
1,Celebrities,854,"Yeah, did the guitar solo on Michael Jackson's ""Beat It"". Folk guitar greats are overshadowed by rock guitarists, it seems.",38
0,SciTech,855,"Yeah that solo set the speakers on fire. Must have turned it to ""11"".",38
1,Celebrities,856,"I guess! Pink Floyd's guitarist set up a recording studio on a houseboat on the river, Thames. Funky, as they said in the 70's! Good acoustics on a river?",38
1,Music,857,"Yes, The Astoria. Quieter for recording more than anything. Mics pick up everything.",38
1,Music,858,"Yeah, tugboats, London city noise, the lot! Maybe that's what he was going for...Do you know the band, Muse?",38
1,Other,859,"Yeah, good stuff. Supposed to be good live.",38
1,Celebrities,860,"Their guitarist, Matthew Bellamy apparently holds the Guinness record for most guitars smashed on a tour. Punk-type band?",38
1,Music,861,"More, indie rock, alternative rock.  Like to read?",38
0,Literature,862,"Yes! Not a speed reader, though.",38
1,Other,863,"Me either. The record holder can read 4,700 words per minute.",38
1,Literature,864,That wouldn't be me! What's your favorite genre to read?,38
1,Literature,865,Sci-fi. You?,38
1,Literature,866,Like sci-fi. Did you know Starship Troopers is on reading list for 3 military branches? Wonder why?,38
1,Literature,867,It's a great book and very pro military. They're also suggested Ender's Game which is an interesting breakdown of the military mindset.,38
1,Literature,868,"Never read that one, but think I saw the movie version. Sci-fi books really engage your imagination/creativity. Agree?",38
1,Phatic,869,"Definitely. Well, nice chatting.",38
0,Other,870,Have you paid much attention with what's been going on with Brexit?,39
1,Other,871,"Yeah a bit, do you think that theres reason to panic?",39
1,Politics,872,"There are a lot of logical concerns, enough that their government released documents to help with the transition",39
1,Politics,873,"British official assured people it was unlikely, the tarifs and friction at the border sure generates trouble",39
1,Politics,874,Leaving the European Union will have repercussions whether it's well-planned or not. Some even fear a potential sandwich famine,39
1,Other,875,"I agree, its something that shouldnt be taken lightly, a divorce is always nasty, specially at that scale",39
0,Politics,876,And it affects those who have retired from Britain who live in Europe. Not to mention access to some bank accounts,39
1,Other,877,"Yeah theres about 250,000 British retiress living in Europe, that will take a toll on them",39
1,Other,878,"Since it happens officially in the next few weeks, I guess we'll see if the panic is actually legitimate or not",39
1,Politics,879,"I guess things tend to be over dramaticed, do you follow the goverment?",39
1,Politics,880,"I don't really follow them, not unless it's something large scale. That's probably why I was unaware that Wikileaks knew of the government's plans to destroy them. Unless that was a made up story",39
1,Politics,881,"Funny how wikileaks posted the plan, that must have been frustrating to some, and I think the story is real I might have to fact check it later",39
1,Politics,882,I guess it's not as bad as the man who sold the Eiffel Tower twice by pretending to be a French government official,39
1,Other,883,"He must be a great con man, I have to give that to him, I bet someone felt really stupid after the purchase was done",39
1,Other,884,Who has that much money and yet is stupid enough to fall for that? I wonder if it can even be sold,39
1,Politics,885,"I know right, the face on the government officials must had been priceless, can you imagine that?",39
1,Other,886,And to get away with that twice means there must have been at least two buyers,39
1,Other,887,"Yeah at least two suckers fell for that, really funny, I wonder how they felt after realizing they fell for that",39
1,Other,888,But they're still wealthy enough to have thought of buying it. I wonder how much money it would take to buy the 86% of Nevada that is owned by the US government,39
1,Other,889,"I guess it would take a lot of money, it seems unfair for the government to earn that much land, people deserve a piece of land too, I pay my taxes on time that should count",39
1,Other,890,Maybe it's land used for Native Americans. Who knows what it's actually used for. At least it's not the case in all states!,39
1,Movies_TV,891,Hi there my friend. Do you like dramatic movies?,40
1,Celebrities,892,"I do, I also like Hugh Laurie the actor.",40
1,Other,893,"I do too I can't believe he made $700,000 per episode when he was doing house",40
1,Other,894,"Woah! that is a lot, is that for real?",40
1,Other,895,Yes that's real! That guy is definitely not worried about money. Do you know who Michael Caine is?,40
1,Other,896,"Yeah, he played Alfred in batman, apparently he went to acting school to chase girls. LOL",40
1,Celebrities,897,That is funny. What makes me sad is that Jim Carrey won't do dramas anymore. He only wants to do comedies to promote positivity,40
1,Phatic,898,"Yeah, I don't think I've seen any of his dramas to be honest, which one did you like?",40
1,Movies_TV,899,I really like The Truman Show. It does have some comedy but it's mostly a dramatic role. I think he's too goofy when he's in a comedy personally,40
1,Movies_TV,900,"Oh yeah, I thought the Truman Show was more comedic, but I suppose it was a drama.",40
1,Other,901,Yep it was supposed to be more drama I thought. Do you watch Netflix by the way?,40
1,Movies_TV,902,"I do, but I just canceled my subscription. I used to love the show Billions.",40
1,Celebrities,903,I have to check that out. I did hear good things. Pretty crazy that they have 60 million subscribers in the United States,40
1,SciTech,904,"Yeah, that is a lot. Did you know smoking near apple computers voids their warranty?",40
1,SciTech,905,I heard that. I think they call it a Biohazard? If it were possible would you upload your mind to a computer? People that would do that are called transhumanists,40
1,SciTech,906,"Yeah, it might be. Is it the same for iphones?",40
1,SciTech,907,Are you saying you would upload your brain to an iPhone? Haha maybe that is possible we'll have to see. It could be the new Apple big thing,40
1,SciTech,908,"Well, the old Space Shuttle just ran off of 1mb of ram, why not load the brain to an iphone! Hilarious!",40
1,SciTech,909,I like the way you think! Especially if the Russians can make a computer that runs on water back in 1936 we must be able to put our brains into iPhones haha,40
1,Other,910,"I don't believe that is real, how is it possible, unless it is like a dam.",40
1,Games,911,Yes I'd have to look it up. Have you ever played Minecraft apparently someone 16-bit computer in that game,40
1,Politics,912,So do you have any feelings regarding the EPA under the current administration?,41
1,Politics,913,"I think Their testimonies illuminate sharp contrasts between the current EPA and earlier ones, under both Republican and Democratic administrations. Is it right?",41
1,Politics,914,There is definitely a sharp contrast between the EPA of the past and current administrations. It seems like the current EPA is more concerned with rolling back environmental protections than protecting the environment.,41
1,Phatic,915,Of course this is acceptable.,41
1,Politics,916,I find it extremely concerning. Did you know that the US Senate used the same gavel for 165 years until Nixon cracked it!? That gavel went through a lot.,41
1,Politics,917,"I think During a raucous debate over atomic energy, Tricky Dicky cracked it.",41
0,Politics,918,Possibly. Women were not allowed to wear pants on the u.s. senate floor until 1993 after senators barbara mikulski and carol moseley braun defiantly staged a protest by wearing pantsuits. 1993! That's ridiculous and extremely sexist for far longer than is acceptable.,41
1,Phatic,919,This thing makes me interesting. Do you more about that details?,41
1,Politics,920,Well I would have thought that mandatory skirts would have been phased out in the 60's particularly in a government organization. Senators not being able to wear pants and being required to wear skirts until 1993 is very upsetting to me and shows how slow we are to address sexism as a culture.,41
1,Other,921,Of course this is acceptable. Do you like to hearing radio?,41
1,Music,922,I don't listen to it as much as I used to but yes I like the radio.,41
1,Phatic,923,I really like to hear radio.,41
1,Music,924,"In that case, did you know that according to canadian law, all radios are required to have at least 40% of the music played be canadian?",41
1,Music,925,"Maybe, Radio plays an important role in introducing listeners to new music and artists. CRTC policies and regulations ensure that Canadian works are played on Canadian radio stations.",41
1,Music,926,It does help introduce new artists to people. There is a website where you can listen to thousands of episodes of classic radio dramas for free.,41
1,Other,927,This is a good thing. I like it very much.,41
1,Entertainment,928,I know they were once the height of entertainment but I wonder if they would still hold up today?,41
1,News,929,Do you know Nuntii Latini is a Finnish news service that broadcasts in Latin?,41
0,Music,930,I did not. Latin is a dead language so I wonder why they chose to do that? Who is the audience for such a thing?,41
1,Phatic,931,"Sorry, i do not know fully about those details.",41
1,Phatic,932,That's okay I just don't know who would know Latin to be able to listen to that.,41
1,Politics,933,"hey there, do you go out and vote during elections?",42
1,Phatic,934,"Hello there, I do like to get out and vote, how about you?",42
1,Other,935,me too. do you know way back then though how people were appointed in ancient athens?,42
1,Politics,936,I guess they were appointed by a lottery of some type.  I think they believed that elections would lead to an oligarchy.,42
1,Phatic,937,I wonder how that would work today though.,42
1,Phatic,938,"Yeah I don't think that would work very well, but then again, maybe it would work better, who knows.",42
1,Politics,939,yeah there is no knowing there. In Nevada they have a none of these candidate options in the ballot.,42
1,Politics,940,Yeah I heard that there were some wild results in the Nevada elections this year.,42
1,Politics,941,I did not know about that one. not a lot of people seems to vote though since less than 63 people go out and vote,42
1,Politics,942,"Isn't that pretty sad, I guess it hasn't breached that 63% barrier in the last 100 years!",42
1,Other,943,yes it is because it is a right and we are not using it to its best.,42
1,Politics,944,That is true.  Did you know that the taller candidate has won the presidential election 75% of the time?,42
1,Other,945,hahaa I really wonder if that has any correlation with how people perceive the candidates,42
1,Other,946,"Yeah I guess it must, because that is just way too high to just be chance.",42
1,Politics,947,did you hear that international electoral observers were blocked from polls in nine states in 2012,42
1,Politics,948,"No I didn't hear that, I wonder why they stopped doing that?",42
1,Politics,949,"maybe they did not trust them, i have no idea. do you know when republicans and democrats started using red and blue?",42
1,Other,950,"No I don't, but probably more than 100 years ago or so, do you know?",42
1,Other,951,It was actually as recently as 2000 so not very long ago.,42
1,Politics,952,"Really, wow I am really bad at politics I guess.",42
1,Phatic,953,I did not know it either until now. It was nice chatting with you.,42
1,Celebrities,954,Hi.  I guess Channig Tatum and Jenna Dewan Tatum are getting a divorce.  Sad.,43
1,Other,955,"Yes, I read about that in the news. The things he says about it almost sound too good to be true...maybe it's sarcastic?",43
1,Music,956,"Not sure... They were a good team.  I guess ""Step Up"" was a favorite for many.",43
1,Celebrities,957,"Seems like it. I never saw it, though.They are pretty talented to be good at both acting and dancing. Singing, too?",43
1,Music,958,"I think so, the ""Step Up"" soundtrack had high acclaim.",43
1,Movies_TV,959,I think the movie tried to have an overall good message to be the best you can be in everything you do. Inspirational for many.,43
1,Movies_TV,960,That's refreshing... I can see why ABC Family was mentioned.,43
1,Entertainment,961,"Kids love to dance to soundtracks, too. I think they even have a few video games with dance and music",43
1,Celebrities,962,"Yes, they do.  I didn't know Bruce Lee was also a great dancer.  I thought he just beat up bad guys.",43
1,Celebrities,963,That's really cool! I think Patrick Swayze was also a multi-talented actor dancer. He was in a very famous movie and that soundtrack is also great.,43
1,Celebrities,964,I can see him but Tupac?  I guess Tupac danced ballet in high school.  How can you hide a gun in tights?,43
1,Celebrities,965,That sounds so crazy it might even be an urban legend! Ballet dancers go through a lot of shoes in just one week. Think how their feet feel!,43
1,Celebrities,966,Ouch!  I guess we are all dancers to some degree.  Babies naturally dance when they hear music.,43
1,Music,967,"I remember as kids we'd have birthday parties and dance to various Disney Soundtracks. Do they still make those, I wonder?",43
1,Celebrities,968,"If they do, they are probably ""R"" rated.  Disney has changed for the worse.  I think it's great the Spielberg played clarinet in the Jaws soundtrack.",43
1,Celebrities,969,"Speilberg is amazing! It wouldn't surprise me if he could dance well, too! I wonder if he'd ever play an instrument in another soundtrack?",43
1,Music,970,"Don't know... I do know that Phil Collins recorded the Tarzan sound track in many different languages. Ilaian, German, etc.",43
1,Entertainment,971,That's amazing! I wonder if those are all rated on Rotten Tomatoes? It's owned by WB so I wonder if it's hard on Disney or other rivals?,43
1,Movies_TV,972,I wonder if that biases their judgement for WB productions.  No film based on video games ever got a rating above 44% from RT.,43
1,Movies_TV,973,"If you like video games, some of those movies are pretty good, too. I didn't realize Rotten Tomatoes was started by students until recently! Brilliant!,",43
1,Other,974,I kind of look at IMDB for ratings... Great chat! You were excellent!,43
1,Literature,976,"Hi I'm good, what do you think about this article?",44
1,Other,977,I think an article about DC weather is pretty narrow. Im from chicago and just got done shoveling my drive so....,44
1,SciTech,978,"Haha, I can't relate. The only part I can relate to is to how hot it is during the summer. I'm from Florida. Have you ever used the Amazon Alexa device?",44
1,SciTech,979,I have... It's basically my timeout timer for my kids. Did you know...The first amazon.com customer spent $27.95 and got a building named after him,44
1,SciTech,980,I did not know until I read the article. Amazon seems to do very unusual things that make people excited. The only products I have ever bought from Amazon are electronics and toys for my kids as well. Just bought the new apple airpods!,44
1,SciTech,981,Nice! I love my airpods. I clean my house with headphones on and I used to get my cord caught on my baby gate all the time. I got irrationally angry abut it and bought my first pair when I couldn't take any more...,44
1,Music,982,What kind of music do you listen to? I loved rap rock back in my college days. Did you know Linkin park played 325 concerts in 2001 alone?,44
1,Music,983,"That's a lot of shows! I listen to a lot of music. Been into EDM recently during my workouts. Also listen to metal and rock. MOstly, during my free time, I listen to podcasts. Im a nerd...",44
1,Entertainment,984,"Oh really? I love podcasts, I love reading as well especially nonfiction because it helps me develop and practice reading strategies and comprehension.",44
1,Music,985,"Nice. What podcasts do you listen to? In 1972, pink floyd recorded a live concert at the ancient roman amphitheater in pompeii...with no audience.",44
1,Entertainment,986,"Oh I just listen to sports podcasts, mainly basketball ones. I did not know that. Have you ever been to a pink floyd concert?",44
1,Entertainment,987,I have not but they are a favorite band of mine. What basketball podcast? I love sports podcasts so we're on the same page...,44
1,Sports,988,I listen to BBallbreakdown NBA podcast. Basketball is my favorite sport so that's why I listen to it.,44
1,Music,989,Nice. Who is the host? I listen to Dan Patrick and Dan LeBatard. I also listen to a bunch of NPR stuff. Again... nerd!,44
1,Music,990,"Coach Nick, he gives a lot of insight for upcoming games which is what I find interesting. And that's cool. So have you ever travelled down south before?",44
1,Food_Drink,991,I have... I really love the south. I love the food especially.,44
1,Weather_Time,992,Which states have you been to? Its quite hot in Florida even during the winter. We typically get heavy rains weekly.,44
1,Travel_Geo,993,I have been to Florida and Alabama and Georgia. I love Florida and plan to retire there in 20 years. Where are you in Florida?,44
1,Travel_Geo,994,"In Tampa, its not the first city you would think of, rather you would probably think of miami as the city of Florida haha!",44
1,Celebrities,995,"As a Le Batard fan, Miami is the first but I love the gulf coast. Want to move to clear water. Take care!",44
1,Music,996,Do you like Orchestras ? Carlos Miguel Prieto made the conductor of the year,45
1,Phatic,997,I don't really unless it is accompanied by dance. his performance seemed like it was going to be a defeat but suddenly became delightful,45
1,Celebrities,998,I love dance as well. I knew Michael jackson did not do those dance moves on his own,45
1,Celebrities,999,Yeah I always wondered how he did that. I also thought he invented the moonwalk but I guess tap dancer Bill Bailey did in 1955.,45
1,Celebrities,1000,Wow I never knew that. Big bad Tupac danced ballet in high school,45
1,Movies_TV,1001,"Wow, that is pretty cool. I guess they tried to teach Mr. Rogers to breakdance in one episode!",45
1,Celebrities,1002,Lol That would have been funny to see that. did you know that Jim carrey doesn't make dramas any more ?,45
1,Entertainment,1003,I think he is better in comedies so maybe that's not such a bad thing.,45
1,Movies_TV,1004,his beilef system prevents him from playing in movies that don't project positivity. I admire that,45
1,Movies_TV,1005,Interesting. I don't realy watch a lot of drama though I do like the melodrama called Ikea Heights. It's shot in the Ikea store without the store knowing. How creepy though.,45
1,Celebrities,1006,Interesting. Well Michael caine became an actor because all the prettiest girls at his school were in drama class. It paid off anyway lol,45
1,Celebrities,1007,"Haha, yeah I guess it did. Funny that he admitted it. Patrick Stewart teaches master classes for drama students in the UK. That would be fun!",45
1,Celebrities,1008,I love Patrick Stewart.  There is a website where you can listen to thousands of episodes of classic radio dramas for free. I would like to find that site,45
1,Phatic,1009,Interesting. That would be good for my commute.,45
1,Celebrities,1010,"Yes and Hugh laurie made $700,000 per episode in house. thats a lot of money for TV",45
1,Celebrities,1011,Nice! Do you like Emily Clarke? She did the funky chicken and robot dance at the audition for Daenerys Targaryen.,45
1,Music,1012,I do like Emily Clarke. Do you like creed ? In 2002 a creed concert was so bad that four concert goers filed a lawsuit against the band,45
1,Music,1013,"I used to like them. I don't really like concerts, do you?",45
1,Entertainment,1014,I love them. I would like to go to croatia where there is an ancient roman amphitheatre that is still in use as a concert venue,45
1,Music,1015,That sounds awesome. I would go to that venue. But I don't like concerts because they are so loud and make my ears right. In 72 Deep Purple broke the world record for loudest concert and three members of the audience were rendered unconscious.,45
1,Music,1016,Wow.  linkin park played 324 concerts in 2001 alone.,45
1,Sports,1017,Do you like baseball?,46
1,Sports,1018,I do like baseball. I can't wait for the season to start. Do you like baseball?  Did you know that it evolved from a game in England?,46
1,Sports,1019,"I do like the game, yeah, and no I didnt know that, I wonder why its not popular in England then",46
1,Sports,1020,I don't know.  Baseball is a form of an old bat and ball game played there back in the mid-18th century.  It's weird that it's popular in the US and especially Japan and not there.,46
1,Sports,1021,"It is odd, maybe as odd as the managers wearing uniforms in the field,",46
1,Sports,1022,I've always wondered why they do that.  I assume it's to show team membership but I don't really know.,46
1,Other,1023,"Its because they can also play if they think its the best thing, if the need arises they can step into th field, did you hear about that man that found 3 million dollars worth of cards in his attic",46
1,Sports,1024,"So a manager can play?  I didn't know that.  If we are talking about the same man he found old baseball cards, right?",46
1,Other,1025,"Yeah he found card that belonged to his grand father, they were just hidden in the attic, crazy luck right!",46
1,Other,1026,Definitely!  Those cards had been hidden away since the 1940s!  I guess the people living there either never went in the attic or never looked around.,46
1,Sports,1027,So you said you liked baseball so maybe like the Yankees? what are your thought on the team,46
1,Sports,1028,"I like the Yankees.  There's some odd stuff with them though.  I mean, did you hear about the two pitchers that swapped families permanently back in 1973?",46
1,Phatic,1029,"I didnt, why would they do that lol, that is really odd I have to Google that",46
1,Sports,1030,"It is really odd but I guess it was the 70s  so who knows.  I've even heard there is a""lost"" yankees player.  That is especially odd to me.",46
1,Sports,1031,"What does that even mean, a ''lost'' Yankees player? can you elaborate more about it",46
0,Games,1032,"I really can't, sorry. I just heard that one thing, a lost player.  No one ever expanded on it to me.",46
1,Sports,1033,"Oh I see, well nothing Google cant solve then,  you know  a player got suspended because he refused to take a haircut",46
1,Sports,1034,No I didn't!  What player?,46
1,Celebrities,1035,"His name was Don Mattingly, crazy right, that happened back in the year 1991",46
1,Other,1036,"You know, I would have thought it would have been much longer ago than that.  I guess I just figured there were stricter rules on hair back in the day.",46
1,Sports,1037,"I guess so, still sounds a bit stupid to suspend a player just because of that, I think he was a key player for the team so yeah.",46